id deudor,Fecha carga DL,operation_id,amount,payment_method,anual_sales_volume,mean_time,invoice_mean_val,entity_type,relationship_years,creation_date,payment_date,city,industry,result
521,2022-01-28,10,39367.0,'transferencia bancaria',635000,120 días,Entre USD 20000 y USD 100000,persona natural,4,2022-01-18,2022-02-27,4.0,10.0,En remate
522,2022-01-06,11,729.0,'transferencia bancaria',12000,120 días,Menos de USD 1000,persona jurídica,8,2021-12-27,2022-06-25,15.0,12.0,En remate
523,2022-05-26,12,373.13,'transferencia bancaria',4000,120 días,Menos de USD 1000,persona jurídica,5,2022-05-16,2022-07-30,15.0,5.0,En remate
524,2022-08-28,13,23381.14,'cheque',168000,120 días,Más de USD 100000,persona jurídica,8,2022-08-18,2022-08-30,4.0,3.0,En remate
525,2022-07-25,14,15491.7,'cheque',372000,120 días,Entre USD 1000 y USD 5000,persona natural,2,2022-07-15,2022-08-17,3.0,11.0,En remate
6,2022-08-13,16,39964.0,'cheque',286000,30 días,Más de USD 100000,persona natural,1,2022-08-03,2022-11-25,19.0,6.0,En remate
527,2022-02-22,18,5849.0,'transferencia bancaria',36000,60 días,Entre USD 1000 y USD 5000,persona jurídica,7,2022-02-12,2022-04-23,10.0,7.0,En remate
5,2022-02-02,20,13137.0,'transferencia bancaria',318000,30 días,Entre USD 5000 y USD 20000,persona natural,1,2022-01-23,2022-04-24,13.0,7.0,Avance
529,2022-01-03,21,6028.8,'transferencia bancaria',87000,120 días,Entre USD 1000 y USD 5000,persona natural,5,2021-12-24,2022-03-12,6.0,13.0,Avance
530,2022-06-16,22,9464.63,'transferencia bancaria',122000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-06-06,2023-02-13,18.0,14.0,Avance
531,2022-07-02,23,34461.0,'cheque',541000,30 días,Más de USD 100000,persona jurídica,8,2022-06-22,2023-01-28,20.0,11.0,Avance
532,2022-05-04,24,8075.0,'cheque',174000,90 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-04-24,2022-05-02,1.0,8.0,Avance
533,2022-04-27,27,26488.0,'transferencia bancaria',399000,90 días,Más de USD 100000,persona jurídica,9,2022-04-17,2022-08-15,12.0,10.0,Avance
534,2022-02-18,28,89000.14,'cheque',775000,30 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-02-08,2022-02-24,16.0,1.0,Avance
535,2022-08-07,32,7758.0,'transferencia bancaria',120000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-07-28,2023-06-23,22.0,15.0,Avance
536,2022-05-16,33,12539.73,'cheque',96000,120 días,Entre USD 20000 y USD 100000,persona natural,4,2022-05-06,2022-09-03,15.0,8.0,Avance
2,2022-08-08,34,20503.53,'cheque',232000,90 días,Entre USD 20000 y USD 100000,persona natural,1,2022-07-29,2022-10-09,8.0,9.0,Avance
538,2022-02-17,36,27980.45,'transferencia bancaria',407000,90 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-02-07,2022-05-26,9.0,12.0,Avance
539,2022-07-07,37,24468.0,'transferencia bancaria',284000,120 días,Entre USD 20000 y USD 100000,persona natural,2,2022-06-27,2022-08-18,13.0,4.0,Avance
540,2022-01-17,38,8358.0,'cheque',51000,60 días,Entre USD 20000 y USD 100000,persona natural,4,2022-01-07,2022-01-25,18.0,1.0,Avance
541,2022-07-01,40,3887.68,'transferencia bancaria',94000,120 días,Entre USD 1000 y USD 5000,persona natural,3,2022-06-21,2022-08-26,22.0,3.0,Avance
542,2022-07-22,43,30550.2,'transferencia bancaria',620000,90 días,Entre USD 20000 y USD 100000,persona jurídica,5,2022-07-12,2022-09-10,5.0,12.0,Avance
543,2022-06-07,45,20260.0,'transferencia bancaria',209000,60 días,Entre USD 20000 y USD 100000,persona jurídica,10,2022-05-28,2022-08-31,19.0,5.0,Avance
544,2022-04-25,46,17650.0,'cheque',119000,120 días,Entre USD 20000 y USD 100000,persona natural,4,2022-04-15,2022-05-09,4.0,6.0,Avance
545,2022-06-07,47,28633.86,'cheque',346000,60 días,Más de USD 100000,persona jurídica,7,2022-05-28,2022-08-16,20.0,4.0,Avance
546,2022-05-04,48,36433.34,'transferencia bancaria',491000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-04-24,2023-02-07,17.0,17.0,Avance
547,2022-06-22,49,29227.0,'cheque',628000,120 días,Más de USD 100000,persona natural,5,2022-06-12,2022-06-13,1.0,1.0,Avance
548,2022-08-04,50,11713.24,'transferencia bancaria',188000,60 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-07-25,2022-11-22,12.0,10.0,Avance
549,2022-06-01,51,10528.2,'transferencia bancaria',93000,30 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-05-22,2022-12-28,20.0,11.0,Avance
550,2022-03-07,52,31426.95,'cheque',672000,120 días,Más de USD 100000,persona jurídica,9,2022-02-25,2022-11-24,16.0,17.0,Avance
551,2022-01-21,53,18520.0,'transferencia bancaria',434000,120 días,Entre USD 1000 y USD 5000,persona jurídica,10,2022-01-11,2022-03-18,11.0,6.0,Avance
552,2022-03-26,55,8059.0,'transferencia bancaria',50000,30 días,Entre USD 1000 y USD 5000,persona jurídica,5,2022-03-16,2022-08-03,20.0,7.0,Avance
553,2022-06-17,56,1590.85,'transferencia bancaria',34000,60 días,Entre USD 1000 y USD 5000,persona jurídica,4,2022-06-07,2022-09-25,22.0,5.0,Avance
554,2022-07-03,57,29887.48,'cheque',604000,120 días,Más de USD 100000,persona natural,4,2022-06-23,2022-09-15,12.0,7.0,Avance
555,2022-07-20,58,2074.0,'cheque',49000,60 días,Entre USD 1000 y USD 5000,persona jurídica,7,2022-07-10,2022-11-07,15.0,8.0,Avance
556,2022-03-03,59,23116.27,'cheque',563000,120 días,Entre USD 20000 y USD 100000,persona jurídica,9,2022-02-21,2022-08-27,17.0,11.0,Avance
557,2022-08-01,61,25551.0,'transferencia bancaria',662000,120 días,Más de USD 100000,persona jurídica,10,2022-07-22,2022-09-08,4.0,12.0,Avance
5,2022-02-05,62,10414.0,'transferencia bancaria',268000,120 días,Entre USD 5000 y USD 20000,persona natural,1,2022-01-26,2022-07-25,18.0,10.0,Avance
559,2022-02-05,63,32528.0,'cheque',534000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-01-26,2022-07-05,20.0,8.0,Avance
560,2022-04-16,66,21650.93,'transferencia bancaria',224000,120 días,Más de USD 100000,persona jurídica,6,2022-04-06,2022-06-23,6.0,13.0,Avance
2,2022-05-07,67,8871.0,'transferencia bancaria',136000,90 días,Entre USD 20000 y USD 100000,persona natural,1,2022-04-27,2022-07-06,14.0,5.0,Avance
562,2022-05-08,75,17458.69,'transferencia bancaria',231000,60 días,Entre USD 1000 y USD 5000,persona natural,4,2022-04-28,2022-07-27,5.0,18.0,Avance
563,2022-07-26,76,75700.19,'cheque',1569000,30 días,Más de USD 100000,persona jurídica,9,2022-07-16,2022-09-11,19.0,3.0,Avance
564,2022-04-04,78,33699.22,'transferencia bancaria',798000,90 días,Más de USD 100000,persona natural,3,2022-03-25,2022-03-27,1.0,2.0,Avance
565,2022-02-07,80,26540.0,'cheque',486000,30 días,Más de USD 100000,persona jurídica,7,2022-01-28,2022-02-21,8.0,3.0,Avance
566,2022-02-06,82,19654.0,'transferencia bancaria',199000,30 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-01-27,2022-06-11,9.0,15.0,Avance
567,2022-05-22,83,29863.0,'transferencia bancaria',536000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-05-12,2022-08-05,17.0,5.0,Avance
568,2022-04-27,88,6756.17,'cheque',105000,30 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-04-17,2023-01-08,19.0,14.0,Avance
5,2022-07-23,89,12647.64,'cheque',334000,30 días,Entre USD 5000 y USD 20000,persona natural,1,2022-07-13,2022-10-19,7.0,14.0,Avance
570,2022-07-02,90,37682.37,'cheque',983000,60 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-06-22,2022-09-02,6.0,12.0,Avance
571,2022-01-13,91,35430.0,'transferencia bancaria',700000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-01-03,2022-01-15,12.0,1.0,Avance
572,2022-06-15,92,9756.11,'transferencia bancaria',199000,90 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-06-05,2022-08-28,6.0,14.0,Avance
573,2022-01-22,94,18575.73,'cheque',427000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-01-12,2022-11-07,23.0,13.0,Avance
574,2022-06-08,97,21450.0,'transferencia bancaria',172000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-05-29,2022-07-14,23.0,2.0,Avance
575,2022-08-27,99,38109.26,'transferencia bancaria',713000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-08-17,2022-11-15,9.0,10.0,Avance
2,2022-07-25,100,10899.63,'transferencia bancaria',200000,90 días,Entre USD 20000 y USD 100000,persona natural,1,2022-07-15,2023-01-18,17.0,11.0,Avance
577,2022-05-15,101,23845.35,'transferencia bancaria',613000,120 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-05-05,2022-08-23,11.0,10.0,Avance
578,2022-01-16,103,25731.88,'transferencia bancaria',609000,120 días,Entre USD 20000 y USD 100000,persona jurídica,10,2022-01-06,2022-04-26,10.0,11.0,Avance
579,2022-04-26,104,3316.26,'transferencia bancaria',34000,60 días,Menos de USD 1000,persona jurídica,4,2022-04-16,2022-04-20,4.0,1.0,Avance
5,2022-08-28,105,11537.19,'transferencia bancaria',300000,60 días,Entre USD 5000 y USD 20000,persona natural,1,2022-08-18,2022-09-20,3.0,11.0,Avance
2,2022-02-07,106,10551.0,'cheque',134000,60 días,Entre USD 20000 y USD 100000,persona natural,1,2022-01-28,2022-03-05,3.0,12.0,Avance
6,2022-06-27,107,35747.93,'transferencia bancaria',478000,120 días,Más de USD 100000,persona natural,1,2022-06-17,2022-07-10,23.0,1.0,Avance
2,2022-07-17,109,9333.22,'cheque',96000,30 días,Entre USD 20000 y USD 100000,persona natural,1,2022-07-07,2022-08-06,3.0,10.0,Avance
584,2022-06-23,110,17088.0,'cheque',154000,120 días,Entre USD 1000 y USD 5000,persona jurídica,10,2022-06-13,2023-05-02,19.0,17.0,Avance
585,2022-04-22,118,30553.0,'transferencia bancaria',526000,60 días,Más de USD 100000,persona natural,3,2022-04-12,2022-11-02,12.0,17.0,Avance
586,2022-08-23,119,10619.98,'cheque',194000,120 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-08-13,2023-01-22,18.0,9.0,Avance
587,2022-06-07,120,23612.26,'transferencia bancaria',251000,30 días,Más de USD 100000,persona jurídica,7,2022-05-28,2023-01-11,12.0,19.0,Avance
588,2022-02-06,121,21566.0,'transferencia bancaria',528000,60 días,Entre USD 20000 y USD 100000,persona natural,5,2022-01-27,2022-08-24,19.0,11.0,Avance
589,2022-03-24,125,18549.19,'cheque',453000,60 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-03-14,2022-06-06,12.0,7.0,Avance
590,2022-05-27,134,31646.0,'transferencia bancaria',730000,120 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-05-17,2022-05-31,1.0,14.0,Avance
591,2022-06-25,135,26123.77,'transferencia bancaria',247000,90 días,Más de USD 100000,persona jurídica,9,2022-06-15,2022-07-03,18.0,1.0,Avance
592,2022-07-18,137,28209.78,'cheque',236000,120 días,Entre USD 20000 y USD 100000,persona jurídica,9,2022-07-08,2022-10-21,7.0,15.0,Avance
593,2022-05-01,138,27415.91,'transferencia bancaria',544000,30 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-04-21,2023-01-16,18.0,15.0,Avance
594,2022-03-03,139,9482.6,'transferencia bancaria',95000,60 días,Entre USD 1000 y USD 5000,persona jurídica,8,2022-02-21,2022-04-14,4.0,13.0,Avance
2,2022-03-06,148,33811.85,'transferencia bancaria',832000,30 días,Entre USD 20000 y USD 100000,persona natural,1,2022-02-24,2022-03-14,1.0,18.0,Avance
596,2022-04-02,150,20712.11,'cheque',444000,90 días,Más de USD 100000,persona jurídica,10,2022-03-23,2022-12-28,20.0,14.0,Avance
597,2022-01-27,152,4581.57,'transferencia bancaria',68000,60 días,Entre USD 1000 y USD 5000,persona jurídica,10,2022-01-17,2022-03-04,23.0,2.0,Avance
598,2022-01-06,157,34970.0,'transferencia bancaria',412000,30 días,Más de USD 100000,persona jurídica,8,2021-12-27,2022-11-15,19.0,17.0,Avance
599,2022-03-27,159,16062.88,'cheque',420000,60 días,Entre USD 20000 y USD 100000,persona natural,4,2022-03-17,2022-07-31,8.0,17.0,Avance
600,2022-08-24,162,13914.95,'cheque',170000,30 días,Entre USD 1000 y USD 5000,persona jurídica,8,2022-08-14,2023-05-05,22.0,12.0,Avance
601,2022-02-21,163,29531.33,'cheque',692000,120 días,Más de USD 100000,persona natural,4,2022-02-11,2022-04-08,14.0,4.0,Avance
1,2022-01-06,164,7424.0,'cheque',98000,120 días,Entre USD 1000 y USD 5000,persona natural,1,2021-12-27,2022-04-16,11.0,10.0,Avance
603,2022-08-05,165,5509.0,'transferencia bancaria',89000,30 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-07-26,2022-08-25,6.0,5.0,Avance
2,2022-07-23,168,39925.0,'cheque',507000,60 días,Entre USD 20000 y USD 100000,persona natural,1,2022-07-13,2023-01-05,11.0,16.0,Avance
6,2022-05-03,171,21147.46,'cheque',368000,90 días,Más de USD 100000,persona natural,1,2022-04-23,2022-07-08,4.0,19.0,Avance
606,2022-08-22,172,2979.0,'transferencia bancaria',51000,60 días,Entre USD 1000 y USD 5000,persona natural,2,2022-08-12,2023-09-07,23.0,17.0,Avance
607,2022-04-21,176,33193.0,'cheque',657000,120 días,Más de USD 100000,persona jurídica,5,2022-04-11,2022-04-21,5.0,2.0,Avance
608,2022-08-22,179,29664.11,'transferencia bancaria',749000,120 días,Más de USD 100000,persona jurídica,9,2022-08-12,2023-01-03,9.0,16.0,Avance
609,2022-03-14,181,10983.0,'cheque',221000,120 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-03-04,2022-04-01,4.0,7.0,Avance
610,2022-04-03,182,7614.12,'transferencia bancaria',68000,90 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-03-24,2022-07-22,10.0,12.0,Avance
611,2022-05-16,184,3669.1,'cheque',86000,60 días,Entre USD 1000 y USD 5000,persona jurídica,9,2022-05-06,2022-10-15,9.0,18.0,Avance
612,2022-05-27,187,6742.0,'cheque',118000,90 días,Entre USD 1000 y USD 5000,persona natural,2,2022-05-17,2022-05-23,3.0,2.0,Avance
613,2022-05-24,191,25309.52,'transferencia bancaria',512000,60 días,Más de USD 100000,persona natural,4,2022-05-14,2023-03-14,19.0,16.0,Avance
614,2022-03-28,193,33647.0,'transferencia bancaria',653000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-03-18,2022-06-06,20.0,4.0,Avance
615,2022-04-07,194,28583.52,'transferencia bancaria',350000,30 días,Entre USD 5000 y USD 20000,persona natural,3,2022-03-28,2022-06-06,7.0,10.0,Avance
1,2022-04-22,195,15556.98,'transferencia bancaria',300000,90 días,Entre USD 1000 y USD 5000,persona natural,1,2022-04-12,2022-10-09,18.0,10.0,Avance
5,2022-06-08,196,13168.0,'cheque',352000,60 días,Entre USD 5000 y USD 20000,persona natural,1,2022-05-29,2022-08-27,18.0,5.0,Avance
618,2022-01-20,198,13510.0,'cheque',317000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-01-10,2022-03-31,8.0,10.0,Avance
619,2022-05-07,201,20371.0,'transferencia bancaria',471000,120 días,Más de USD 100000,persona jurídica,6,2022-04-27,2022-07-05,23.0,3.0,Avance
620,2022-08-15,202,31608.99,'transferencia bancaria',486000,90 días,Más de USD 100000,persona natural,2,2022-08-05,2022-08-25,10.0,2.0,Avance
621,2022-08-15,203,31160.4,'transferencia bancaria',243000,120 días,Más de USD 100000,persona natural,2,2022-08-05,2022-11-09,6.0,16.0,Avance
622,2022-05-21,204,5429.0,'transferencia bancaria',53000,30 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-05-11,2022-09-08,15.0,8.0,Avance
623,2022-08-01,205,369.0,'cheque',7000,120 días,Menos de USD 1000,persona jurídica,4,2022-07-22,2022-10-26,12.0,8.0,Avance
624,2022-07-23,207,5973.0,'transferencia bancaria',41000,90 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-07-13,2022-11-25,9.0,15.0,Avance
625,2022-07-24,209,1458.9,'transferencia bancaria',23000,60 días,Menos de USD 1000,persona jurídica,7,2022-07-14,2022-07-26,12.0,1.0,Avance
626,2022-02-02,211,34221.24,'cheque',420000,60 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-01-23,2022-04-03,5.0,14.0,Avance
627,2022-08-24,212,37422.0,'cheque',452000,120 días,Entre USD 20000 y USD 100000,persona jurídica,8,2022-08-14,2022-10-31,6.0,13.0,Avance
628,2022-02-06,217,25189.87,'cheque',629000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-01-27,2022-04-07,14.0,5.0,Avance
629,2022-06-07,218,14791.0,'cheque',304000,120 días,Entre USD 20000 y USD 100000,persona natural,3,2022-05-28,2022-07-07,20.0,2.0,Avance
5,2022-06-15,219,22567.0,'cheque',471000,120 días,Entre USD 5000 y USD 20000,persona natural,1,2022-06-05,2022-09-03,18.0,5.0,Avance
631,2022-08-26,220,37239.0,'cheque',470000,120 días,Más de USD 100000,persona jurídica,10,2022-08-16,2023-01-25,9.0,18.0,Avance
632,2022-02-08,221,14132.4,'cheque',240000,30 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-01-29,2022-02-20,11.0,2.0,Avance
633,2022-07-05,222,5870.4,'transferencia bancaria',135000,60 días,Entre USD 1000 y USD 5000,persona natural,4,2022-06-25,2022-08-15,3.0,17.0,Avance
634,2022-08-18,223,39712.25,'transferencia bancaria',361000,120 días,Más de USD 100000,persona jurídica,9,2022-08-08,2022-09-04,3.0,9.0,Avance
635,2022-03-02,225,18375.0,'cheque',287000,30 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-02-20,2022-07-26,12.0,13.0,Avance
2,2022-01-03,226,10904.38,'cheque',124000,60 días,Entre USD 20000 y USD 100000,persona natural,1,2021-12-24,2022-04-07,13.0,8.0,Avance
637,2022-01-31,227,14349.0,'cheque',256000,60 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-01-21,2022-02-06,8.0,2.0,Avance
638,2022-03-08,228,21132.35,'transferencia bancaria',480000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-02-26,2022-04-27,15.0,4.0,Avance
639,2022-06-26,229,20143.0,'transferencia bancaria',325000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-06-16,2022-10-26,12.0,11.0,Avance
640,2022-04-18,230,7469.0,'transferencia bancaria',131000,120 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-04-08,2022-10-23,18.0,11.0,Avance
641,2022-07-02,232,24758.0,'transferencia bancaria',459000,120 días,Más de USD 100000,persona jurídica,5,2022-06-22,2022-07-07,1.0,15.0,Avance
642,2022-08-16,233,39565.97,'transferencia bancaria',895000,120 días,Entre USD 5000 y USD 20000,persona natural,4,2022-08-06,2022-11-14,20.0,5.0,Avance
643,2022-06-28,236,14611.0,'cheque',295000,90 días,Entre USD 20000 y USD 100000,persona jurídica,8,2022-06-18,2022-12-15,18.0,10.0,Avance
644,2022-07-20,237,5653.5,'transferencia bancaria',145000,120 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-07-10,2022-08-15,9.0,4.0,Avance
645,2022-01-22,239,18259.59,'cheque',236000,60 días,Entre USD 20000 y USD 100000,persona jurídica,10,2022-01-12,2022-01-24,12.0,1.0,Avance
646,2022-05-27,245,5836.0,'transferencia bancaria',116000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-05-17,2022-05-27,1.0,10.0,Avance
647,2022-07-03,247,34368.73,'transferencia bancaria',300000,120 días,Más de USD 100000,persona jurídica,9,2022-06-23,2022-08-04,14.0,3.0,Avance
648,2022-06-20,252,39776.0,'cheque',278000,120 días,Entre USD 5000 y USD 20000,persona natural,3,2022-06-10,2022-09-23,21.0,5.0,Avance
649,2022-08-03,255,14356.0,'cheque',278000,30 días,Entre USD 20000 y USD 100000,persona natural,5,2022-07-24,2022-08-23,15.0,2.0,Avance
650,2022-02-16,256,14489.47,'transferencia bancaria',323000,30 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-02-06,2022-07-09,17.0,9.0,Avance
651,2022-03-03,257,23237.0,'cheque',225000,60 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-02-21,2022-03-14,3.0,7.0,Avance
2,2022-08-18,258,9598.0,'cheque',68000,120 días,Entre USD 20000 y USD 100000,persona jurídica,1,2022-08-08,2022-11-08,23.0,4.0,Avance
653,2022-08-27,264,8046.0,'cheque',137000,120 días,Entre USD 1000 y USD 5000,persona natural,3,2022-08-17,2022-11-05,8.0,10.0,Avance
654,2022-07-17,265,16273.42,'transferencia bancaria',304000,90 días,Entre USD 5000 y USD 20000,persona natural,2,2022-07-07,2022-09-29,14.0,6.0,Avance
7,2022-03-27,266,491.0,'cheque',12000,60 días,Menos de USD 1000,persona jurídica,1,2022-03-17,2022-08-24,16.0,10.0,Avance
656,2022-03-21,267,21084.0,'transferencia bancaria',564000,60 días,Entre USD 5000 y USD 20000,persona natural,4,2022-03-11,2022-04-04,3.0,8.0,Avance
657,2022-06-01,268,9040.0,'cheque',92000,90 días,Entre USD 1000 y USD 5000,persona jurídica,5,2022-05-22,2022-08-06,19.0,4.0,Avance
658,2022-02-01,272,28659.47,'transferencia bancaria',509000,30 días,Entre USD 5000 y USD 20000,persona natural,2,2022-01-22,2022-03-29,22.0,3.0,Avance
659,2022-05-07,275,23313.0,'cheque',489000,60 días,Más de USD 100000,persona jurídica,9,2022-04-27,2022-05-06,3.0,3.0,Avance
660,2022-03-04,277,35699.39,'transferencia bancaria',293000,90 días,Entre USD 5000 y USD 20000,persona natural,4,2022-02-22,2022-08-09,21.0,8.0,Avance
1,2022-08-03,278,18154.69,'transferencia bancaria',232000,90 días,Entre USD 1000 y USD 5000,persona natural,1,2022-07-24,2023-02-18,19.0,11.0,Avance
662,2022-05-18,280,34233.72,'cheque',483000,30 días,Entre USD 20000 y USD 100000,persona natural,3,2022-05-08,2022-07-22,15.0,5.0,Avance
663,2022-02-05,281,18987.1,'cheque',130000,90 días,Entre USD 1000 y USD 5000,persona natural,3,2022-01-26,2022-02-13,2.0,9.0,Avance
664,2022-05-07,283,13919.11,'transferencia bancaria',109000,60 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-04-27,2022-05-07,5.0,2.0,Avance
665,2022-01-17,286,14816.0,'transferencia bancaria',280000,60 días,Entre USD 1000 y USD 5000,persona natural,5,2022-01-07,2023-01-16,22.0,17.0,Avance
666,2022-07-22,289,22240.0,'cheque',525000,90 días,Más de USD 100000,persona jurídica,7,2022-07-12,2022-08-07,13.0,2.0,Avance
667,2022-04-30,292,21685.23,'cheque',352000,120 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-04-20,2022-06-24,13.0,5.0,Avance
668,2022-07-06,295,19956.0,'transferencia bancaria',201000,30 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-06-26,2022-07-28,4.0,8.0,Avance
5,2022-01-21,296,22249.42,'cheque',348000,30 días,Entre USD 5000 y USD 20000,persona natural,1,2022-01-11,2022-02-22,21.0,2.0,Avance
5,2022-05-06,20,13137.0,'transferencia bancaria',318000,30 días,Entre USD 5000 y USD 20000,persona natural,1,2022-04-26,2022-07-26,13.0,7.0,Pagada
671,2022-03-27,21,6028.8,'transferencia bancaria',87000,120 días,Entre USD 1000 y USD 5000,persona natural,5,2022-03-17,2022-06-03,6.0,13.0,Pagada
672,2022-08-22,22,9464.63,'transferencia bancaria',122000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-08-12,2023-04-21,18.0,14.0,Cobranza
673,2022-06-06,23,34461.0,'cheque',541000,30 días,Más de USD 100000,persona jurídica,8,2022-05-27,2023-01-02,20.0,11.0,Cobranza
674,2022-08-30,24,8075.0,'cheque',174000,90 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-08-20,2022-08-28,1.0,8.0,Pagada
675,2022-07-15,27,26488.0,'transferencia bancaria',399000,90 días,Más de USD 100000,persona jurídica,9,2022-07-05,2022-11-02,12.0,10.0,Cobranza
676,2022-05-03,28,89000.14,'cheque',775000,30 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-04-23,2022-05-09,16.0,1.0,Pagada
677,2022-07-04,32,7758.0,'transferencia bancaria',120000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-06-24,2023-05-20,22.0,15.0,Cobranza
678,2022-07-01,33,12539.73,'cheque',96000,120 días,Entre USD 20000 y USD 100000,persona natural,4,2022-06-21,2022-10-19,15.0,8.0,Cobranza
2,2022-03-20,34,20503.53,'cheque',232000,90 días,Entre USD 20000 y USD 100000,persona natural,1,2022-03-10,2022-05-21,8.0,9.0,Pagada
680,2022-06-13,36,27980.45,'transferencia bancaria',407000,90 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-06-03,2022-09-19,9.0,12.0,Cobranza
681,2022-07-17,37,24468.0,'transferencia bancaria',284000,120 días,Entre USD 20000 y USD 100000,persona natural,2,2022-07-07,2022-08-28,13.0,4.0,Pagada
682,2022-04-28,38,8358.0,'cheque',51000,60 días,Entre USD 20000 y USD 100000,persona natural,4,2022-04-18,2022-05-06,18.0,1.0,Pagada
683,2022-02-13,40,3887.68,'transferencia bancaria',94000,120 días,Entre USD 1000 y USD 5000,persona natural,3,2022-02-03,2022-04-10,22.0,3.0,Pagada
684,2022-07-14,43,30550.2,'transferencia bancaria',620000,90 días,Entre USD 20000 y USD 100000,persona jurídica,5,2022-07-04,2022-09-02,5.0,12.0,Cobranza
685,2022-08-14,45,20260.0,'transferencia bancaria',209000,60 días,Entre USD 20000 y USD 100000,persona jurídica,10,2022-08-04,2022-11-07,19.0,5.0,Cobranza
686,2022-08-16,46,17650.0,'cheque',119000,120 días,Entre USD 20000 y USD 100000,persona natural,4,2022-08-06,2022-08-30,4.0,6.0,Pagada
687,2022-02-05,47,28633.86,'cheque',346000,60 días,Más de USD 100000,persona jurídica,7,2022-01-26,2022-04-16,20.0,4.0,Pagada
688,2022-06-17,48,36433.34,'transferencia bancaria',491000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-06-07,2023-03-23,17.0,17.0,Cobranza
689,2022-07-24,49,29227.0,'cheque',628000,120 días,Más de USD 100000,persona natural,5,2022-07-14,2022-07-15,1.0,1.0,Pagada
690,2022-07-30,50,11713.24,'transferencia bancaria',188000,60 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-07-20,2022-11-17,12.0,10.0,Cobranza
691,2022-07-06,51,10528.2,'transferencia bancaria',93000,30 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-06-26,2023-02-01,20.0,11.0,Cobranza
692,2022-04-14,52,31426.95,'cheque',672000,120 días,Más de USD 100000,persona jurídica,9,2022-04-04,2023-01-01,16.0,17.0,Cobranza
693,2022-02-20,53,18520.0,'transferencia bancaria',434000,120 días,Entre USD 1000 y USD 5000,persona jurídica,10,2022-02-10,2022-04-17,11.0,6.0,Pagada
694,2022-05-01,55,8059.0,'transferencia bancaria',50000,30 días,Entre USD 1000 y USD 5000,persona jurídica,5,2022-04-21,2022-09-08,20.0,7.0,Cobranza
695,2022-07-06,56,1590.85,'transferencia bancaria',34000,60 días,Entre USD 1000 y USD 5000,persona jurídica,4,2022-06-26,2022-10-14,22.0,5.0,Cobranza
